gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
male,group D,high school,free/reduced,completed,65,62,69
male,group D,associate's degree,standard,none,80,75,72
female,group D,associate's degree,free/reduced,completed,42,61,56
female,group B,associate's degree,free/reduced,none,51,62,63
male,group B,some college,standard,completed,59,67,70
male,group E,some high school,standard,completed,88,83,74
female,group C,bachelor's degree,standard,none,65,69,70
female,group E,high school,free/reduced,none,42,46,38
male,group D,bachelor's degree,free/reduced,none,46,43,49
female,group B,bachelor's degree,standard,completed,64,79,85
male,group B,some college,standard,none,69,55,52
male,group C,master's degree,standard,none,79,74,67
male,group D,associate's degree,standard,none,62,54,52
male,group C,associate's degree,standard,none,68,79,71
male,group D,high school,free/reduced,none,41,40,38
female,group C,bachelor's degree,free/reduced,completed,76,87,90
female,group D,master's degree,standard,none,61,72,76
female,group C,some college,standard,none,87,85,91
female,group D,some college,free/reduced,none,57,65,65
male,group D,associate's degree,standard,completed,67,56,62
female,group C,bachelor's degree,standard,none,77,87,87
male,group D,associate's degree,standard,none,40,49,39
female,group E,some college,standard,none,75,78,81
female,group D,master's degree,standard,none,62,70,78
male,group B,some college,standard,none,50,43,42
female,group D,some high school,free/reduced,none,52,63,57
female,group E,some college,standard,none,89,88,90
male,group A,bachelor's degree,standard,none,88,94,95
female,group E,bachelor's degree,standard,none,63,69,73
female,group D,some college,standard,none,80,87,88
female,group B,some high school,standard,none,75,77,76
female,group C,bachelor's degree,free/reduced,completed,46,63,67
female,group D,some high school,standard,completed,96,100,100
male,group D,high school,standard,none,73,71,70
male,group C,high school,standard,none,63,54,52
female,group A,associate's degree,free/reduced,none,39,58,54
female,group B,associate's degree,standard,none,72,80,76
male,group D,high school,standard,none,65,69,63
male,group D,some college,standard,none,90,74,76
female,group B,some high school,standard,none,65,67,66
female,group C,some college,free/reduced,none,21,42,32
female,group C,some college,standard,completed,65,77,78
female,group E,associate's degree,standard,completed,92,100,94
female,group C,associate's degree,free/reduced,completed,84,95,96
male,group C,high school,standard,none,68,64,61
female,group C,bachelor's degree,standard,completed,97,100,100
female,group A,high school,standard,completed,67,78,73
male,group C,associate's degree,standard,none,69,78,71
male,group D,high school,standard,completed,68,64,64
female,group E,associate's degree,standard,none,84,95,92
female,group E,bachelor's degree,free/reduced,none,60,57,65
male,group A,high school,free/reduced,completed,71,66,62
female,group D,some college,standard,none,97,98,100
female,group A,some high school,free/reduced,none,41,44,44
female,group C,associate's degree,free/reduced,completed,68,70,68
male,group B,high school,standard,none,52,53,44
male,group D,high school,standard,none,53,54,56
female,group D,high school,standard,none,44,63,58
male,group E,bachelor's degree,standard,completed,99,100,100
male,group D,some college,standard,none,46,55,53
female,group D,some high school,free/reduced,none,65,83,88
male,group E,bachelor's degree,free/reduced,completed,66,72,70
female,group B,some high school,free/reduced,none,24,40,29
female,group C,some college,standard,none,82,81,94
male,group E,some college,free/reduced,completed,48,54,49
male,group D,some college,standard,none,78,72,73
male,group A,bachelor's degree,free/reduced,completed,44,56,61
female,group C,some college,free/reduced,completed,48,73,71
female,group B,associate's degree,free/reduced,none,48,61,56
male,group B,some high school,standard,none,67,49,55
female,group D,high school,standard,none,68,74,73
male,group B,high school,free/reduced,none,67,79,71
female,group B,associate's degree,standard,completed,91,89,89
female,group D,master's degree,free/reduced,completed,46,59,65
female,group B,bachelor's degree,standard,none,58,75,70
male,group B,high school,standard,completed,76,61,67
male,group C,some college,free/reduced,none,65,64,55
male,group B,some college,standard,none,69,54,51
female,group D,master's degree,standard,none,78,92,97
male,group C,some high school,standard,completed,77,84,75
male,group C,some high school,standard,completed,68,75,64
male,group C,associate's degree,free/reduced,none,83,73,75
female,group C,some high school,free/reduced,none,54,64,66
female,group C,some college,standard,completed,70,70,82
male,group E,some college,free/reduced,none,93,89,83
male,group C,associate's degree,free/reduced,none,75,71,65
female,group A,some high school,standard,completed,55,86,79
male,group D,associate's degree,standard,none,78,71,73
female,group B,bachelor's degree,standard,none,51,65,68
male,group C,associate's degree,free/reduced,completed,65,68,66
female,group C,bachelor's degree,free/reduced,completed,53,68,79
male,group A,some college,free/reduced,none,78,85,75
male,group D,some high school,standard,none,80,77,77
male,group A,some high school,free/reduced,none,67,57,51
male,group C,associate's degree,free/reduced,none,56,63,56
female,group D,some high school,free/reduced,none,68,86,82
male,group E,some college,standard,none,76,67,67
male,group A,bachelor's degree,standard,completed,86,87,87
female,group D,some high school,standard,completed,59,76,72
male,group C,associate's degree,standard,completed,71,79,72
female,group E,some high school,free/reduced,none,33,31,37
female,group C,master's degree,free/reduced,none,52,65,61
female,group C,associate's degree,standard,completed,51,59,60
female,group D,associate's degree,standard,none,83,95,89
male,group B,associate's degree,standard,none,81,72,72
female,group D,some high school,standard,none,57,69,57
female,group C,some college,free/reduced,none,58,60,67
male,group A,some high school,standard,completed,49,51,53
female,group E,bachelor's degree,standard,none,63,73,76
female,group B,associate's degree,standard,none,58,61,64
male,group C,bachelor's degree,standard,none,58,54,47
male,group A,high school,standard,none,57,52,44
male,group C,associate's degree,free/reduced,none,67,68,64
male,group B,bachelor's degree,standard,none,63,61,54
male,group E,some high school,standard,completed,87,86,78
male,group E,associate's degree,standard,none,50,45,39
male,group B,high school,standard,none,81,60,68
male,group A,some high school,free/reduced,none,55,50,44
male,group B,associate's degree,standard,none,64,54,59
male,group D,associate's degree,standard,none,82,74,77
female,group C,high school,standard,none,64,70,79
male,group E,high school,free/reduced,none,54,57,48
male,group E,associate's degree,standard,none,68,62,60
female,group C,associate's degree,standard,none,84,77,76
male,group B,associate's degree,free/reduced,completed,86,78,73
male,group C,some high school,free/reduced,none,66,72,64
female,group D,some college,free/reduced,completed,56,60,72
female,group B,high school,free/reduced,completed,67,74,82
female,group E,associate's degree,standard,none,67,75,66
female,group B,some high school,free/reduced,completed,63,78,81
female,group C,bachelor's degree,standard,completed,52,59,66
male,group E,associate's degree,free/reduced,completed,78,66,70
female,group E,associate's degree,free/reduced,none,48,57,55
male,group C,some high school,standard,completed,63,59,58
female,group E,high school,free/reduced,none,55,60,56
male,group A,high school,free/reduced,none,44,44,47
male,group A,bachelor's degree,standard,completed,72,58,59
female,group E,associate's degree,standard,none,50,54,55
male,group C,master's degree,standard,none,78,71,73
male,group C,high school,free/reduced,none,61,52,51
male,group A,bachelor's degree,standard,none,66,66,62
female,group C,high school,standard,none,81,86,80
male,group D,associate's degree,standard,none,80,67,72
male,group C,some college,standard,completed,75,78,77
female,group D,master's degree,standard,none,49,63,67
female,group B,master's degree,free/reduced,completed,51,71,60
male,group A,associate's degree,standard,none,64,62,63
male,group D,some college,standard,none,68,59,64
female,group A,bachelor's degree,standard,none,57,72,73
female,group E,some high school,free/reduced,none,74,76,74
female,group C,associate's degree,standard,completed,66,87,84
female,group C,master's degree,standard,none,75,76,73
female,group B,high school,standard,none,66,83,74
female,group A,some high school,free/reduced,none,58,73,67
male,group E,some college,standard,completed,81,71,74
male,group A,some high school,free/reduced,none,56,44,43
male,group B,associate's degree,standard,completed,82,81,80
female,group E,associate's degree,standard,none,87,97,93
male,group B,associate's degree,standard,none,61,40,43
male,group C,associate's degree,standard,completed,80,73,78
male,group D,bachelor's degree,free/reduced,none,66,67,69
male,group C,high school,standard,completed,71,66,65
female,group C,associate's degree,standard,none,62,79,76
male,group C,master's degree,free/reduced,completed,72,67,74
male,group A,associate's degree,free/reduced,completed,80,83,81
female,group D,some college,free/reduced,completed,54,77,75
